JO_REQST_NO,JO_REGIST_NO,CMPNY_NM,BSNS_SUMRY_CN,RCRIT_JSSFC_CMMN_CODE_SE,JOBCODE_NM,RCRIT_NMPR_CO,ACDMCR_CMMN_CODE_SE,ACDMCR_NM,EMPLYM_STLE_CMMN_CODE_SE,EMPLYM_STLE_CMMN_MM,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,DTY_CN,CAREER_CND_CMMN_CODE_SE,CAREER_CND_NM,HOPE_WAGE,RET_GRANTS_NM,WORK_TIME_NM,WORK_TM_NM,HOLIDAY_NM,WEEK_WORK_HR,JO_FEINSR_SBSCRB_NM,RCEPT_CLOS_NM,RCEPT_MTH_IEM_NM,MODEL_MTH_NM,RCEPT_MTH_NM,PRECENTN_PAPERS_NM,MNGR_NM,MNGR_PHON_NO,MNGR_INSTT_NM,BASS_ADRES_CN,JO_SJ,JO_REG_DT,GUI_LN,latitude,longitude
J323202401290007,DdA3232401292186,종로재가복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 종로구,압구정,"가사도움, 배우자와 함께 실내운동보조",J01300,무관,시급 / 12400원 ,퇴직금,13:00~16:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-08),,서류  면접   ,방문   ,,하산수,02-3423-5585,강남구,서울특별시 종로구 사직로 105  (내자동) .205호(정남빌딩),4등급 남자 어르신 요양보호사 구인,2024-01-29,(시급)12400원 / 서울 강남구 / 경력 무관,37.576269,126.970558
J320202401250002,DdA3202401252092,상도은빛복지관,사회복지사업,531200,한식 조리사,1,J00100,관계없음,J01102,계약직,서울 동작구,상도,"상도은빛복지관 조리사(계약직) : 경로식당 운영(식자재 전처리, 조리 등)

- 근무시간 : 주 5일 근무(07:30~16:30), 휴게시간 13:00~14:00, 쥬 40시간
- 급여 : 월 227만원
- 한식조리사 자격증 소지자
- 접수방법 : 방문 및 이메일 지원(sangdo_silver@naver.com)
* 첨부파일 참조",J01300,무관,월급 / 227만원 ,퇴직연금,07:30~16:30,주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,마감일 (2024-02-07),,서류  면접   ,방문 기타  ,,박명숙,02-820-9376,동작구,서울특별시 동작구 매봉로 36  (상도1동) 동작구립 상도은빛어르신복지관,상도은빛복지관 조리사(계약직) 채용공고 : 접수마감 2월 7일 (수) 18:00까지 - 첨부파일 참조,2024-01-25,(월급)227만원 / 서울 동작구 / 경력 무관,,
J309202401250008,DdA3092401252074,수유데이케어센터,노인주야간 보호,307502,요양병원 간호조무사,2,J00100,관계없음,J01101,상용직,서울 강북구,,"- 주야간보호센터 간호조무사  구인 / 주간 1명/ 야간 1명-

- 공통: 주5일근무(토요격주근무/토요근무시 다음주 월요일 휴무)
  주간 9시~18시 휴게 1시간/ 야간 12시~21시",J01300,무관,월급 / 210만원 ,퇴직연금,직무내용참조,기타,주5일근무,40,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-06),,면접    ,방문 전자우편  ,,노현미,02-901-7247,강북구,서울특별시 강북구 덕릉로 46  (수유동) 수유동 3층.수유데이케어센터,간호조무사 구인,2024-01-25,(월급)210만원 / 서울 강북구 / 경력 무관,37.634049,127.018538
J001202401260015,DdA0402401262030,서울동작구육아종합지원센터,"어린이집 지원, 가정양육지원, 상담지원 등",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 동작구3~5층,,"- 센터 전체 실내/ 외부 청소 및 환경관리 (사무실, 화장실, 분리수거 등)
- 기타 육아종합지원센터에서 지정한 업무

매주 월~금 (07:30~14:00), (주 5일, 일 6시간, 휴게시간 30분)",J01300,무관,월급 / 179만원 ,퇴직연금,07:30~14:00,주간,주5일근무,30,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-06),,서류  면접   ,기타   ,,허영철,02-731-9535,서울일자리센터 취업상담팀,서울특별시 동작구 여의대방로36길 11  (대방동) 3~5층,동작구육아종합지원센터 환경미화원(장애전형) 채용 공고,2024-01-26,(월급)179만원 / 서울 동작구 / 경력 무관,,
J314202401240001,DdA3142401242007,한국청소관리(주),청소 용역,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 중구대경빌딩 신한은행 본점 지하5층 청소팀,시청,"[시청역] 신한은행 본점 미화원 채용
- 대경빌딩 내 신한은행 본점 배정된 한 층 청소업무 전반
- 주5일, 06-14시, 월1,993,900원(식대포함)
- 전화후 면접일정 조율(이력서,자기소개서 지참)",J01300,무관,월급 / 199만원 ,퇴직연금,06:00~14:00,주간,주5일근무,35,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-05),,서류  면접   ,방문 기타  ,,윤미경,02-3153-9952,마포구,서울특별시 동작구 사당로17길 8  (사당동) 169-8 대림프라자 4층 401-1,[시청역] 신한은행 본점 미화원,2024-01-24,(월급)199만원 / 서울 중구 / 경력 무관,,
J325202401030002,DdA3252401032017,잠실방문요양센터,방문요양,550100,요양 보호사 및 간병인,1,J00100,관계없음,J01101,상용직,서울 송파구,,"- 요양보호대상자: 3등급 할아버님 
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 및 시급: 09:00~12:00(주5일) / 시급12,100원",J01300,무관,시급 / 12100원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-05),,서류  면접   ,방문   ,,이승은,02-3425-5834,강동구,서울특별시 송파구 올림픽로 203  (잠실동) 올림픽로 203(잠실동 지하 1-6호),(잠실동/3등급/오전)재가요양보호사 모집,2024-01-03,(시급)12100원 / 서울 송파구 / 경력 무관,37.508104,127.079922
J301202401230002,DdA3012401232027,종로문화재단,서비스 외,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,J00100,관계없음,J01102,계약직,서울 종로구,,"환경정비, 건물미화(장애인 채용)",J01300,무관,월급 / 139만원 ,해당없음,07:00~12:00,주간,주6일근무,25,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-05),접수마감 2024년 2월 5일까지,서류  면접   ,전자우편   ,,김유진,02-2148-3958,종로구,서울특별시 종로구 새문안로3길 3  (신문로1가) 6층,미화원,2024-01-23,(월급)139만원 / 서울 종로구 / 경력 무관,37.570764,126.972417
J001202401260009,DdA0402401262016,서울시립은평여자중장기청소년쉼터,청소년복지,232902,아동 생활지도원,1,J00106,고등학교,J01102,계약직,서울 은평구101호(사무실) 1~4층 건물전체 사용,연신내,"-입소청소년 인권교육
-야간생활지도 및 관리


&lt;근무조건 - 주4일 근무&gt;
월, 화, 금요일 : 18:00 ~ 익일09:00 (휴게시간 포함)
일요일 09:00 ~18:00 


※ 자세한 내용은 기관 홈페이지 http://www.epshelter.or.kr 또는 첨부된 채용공고문에서 확인바랍니다.",J01300,무관,최소연봉 / 2800만원 - 면접 후 협의가능 ,퇴직금,18:00~익일09:00,기타,주5일근무(주4일 근무),32,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-04),서울시 은평구 통일로92길 37-6 동산홈타운 2층,서류  면접   ,기타   ,,이유경,02-731-9534,서울일자리센터 취업상담팀,서울특별시 은평구 통일로92길 37 -6 (불광동) 사무실 101호 (1~4층 건물 전체 사용),시립은평여자중장기청소년쉼터 야간인권상담사 채용 재공고,2024-01-26,(연봉)2800만원 / 서울 은평구 / 경력 무관,,
J318202401080003,DdA3182401082012,(주)비엠에스종합개발,건물관리 및 유지업,561100,청소원,3,J00100,관계없음,J01101,상용직,서울 금천구시흥동 벽산 1단지,,"아파트 미화원  :
근무시간:  9:00-15:30, 토: 9-12시, 주6일, 급여 :  1,413,924원",J01301,신입,시급 / 9860원 ,퇴직금,9:00-15:30,주간,주6일근무,30,   ,마감일 (2024-02-04),,서류    ,방문 기타  ,,최태옥,02-2627-1920,금천구,경기도 부천시 원미구 소향로13번길 20  (상동) (테마파크),시흥동]아파트 청소원,2024-01-08,(시급)9860원 / 서울 금천구 / 경력 무관,,
J001202401180017,DdA0022401182020,서울이주여성상담센터,이주여성 상담,231100,사회복지사,1,J00108,전문대학,J01102,계약직,서울 중구,동대문역사문화공원(동대문운동장),"- 이주여성 상담·보호·지원 등에 관한 업무
- 성폭력 대응 및 홍보 사업 운영
- 기타 센터 운영 관련 및 서울특별시가 요청하는 사항",J01300,무관,최소연봉 / 2800만원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-04),서울이주여성상담센터 교육장,서류  면접   ,기타   ,,임우식,02-731-9520,서울일자리센터 청년일자리센터,서울특별시 중구 마른내로 146  (쌍림동) 청인빌딩 7층,서울 이주여성상담센터 직원 채용공고(2024. 1. 19. (금) ~ 2. 4. (일) 18:00),2024-01-18,(연봉)2800만원 / 서울 중구 / 경력 무관,,
J304202312110004,DdA3042312112034,해누리재가복지센터,노인 요양 복지,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 성동구,,"성동구 옥수동 여자 어르신 재가요양 
- (주5일), 09:00 ~ 12:00 - 시급 12,200 원 / 시간 협의 가능
- 4등급 여자어르신, 배우자분 계시지만 주로 외부에 계시니 할머니만 돌보시면 됨. 
- 거동 가능하시고 인지도 좋음.
병원동행. 가사활동 지원. 정서지원 등",J01300,무관,시급 / 12200원 ,퇴직금,09:00~12:00,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,마감일 (2024-02-03),,서류  면접   ,방문 팩스  ,,현희경,02-2286-5408,성동구,경기도 안산시 단원구 예술대학로 89  (고잔동) 218호(고잔동),옥수동 극동아파트 4등급 여자어르신 요양보호사 모집,2023-12-11,(시급)12200원 / 서울 성동구 / 경력 무관,,
J321202401260006,DdA3212401262031,좋은돌봄재가노인복지센터,재가노인방문요양서비스,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구,,"3등급할아버지/중앙동 신봉초등학교 인근/1월30일 마감
*시간[09:00-12:00/시간변경가능/3시간/주 6일/ 주18시간]
*시급[12.700원]
*직무내용[식사준비,산책동행,병원동행,주변정리정돈,말동무등]
*제출서류[요양보호사자격증,2023년 하반기 건강검진결과서]",J01301,신입,시급 / 12700원 ,퇴직금,09:00~12:00,주간,주6일근무,18,고용보험 산재보험 건강보험 국민연금,마감일 (2024-02-02),,면접    ,방문   ,,김영숙,02-879-5775,관악구,서울특별시 구로구 남부순환로95길 16  (개봉동) 1층 103호 좋은돌봄재가노인복지센터,3등급할아버지/09:00-12:00[시간변경가능]/중앙동[신봉초등학교인근]/1월30일 마감,2024-01-26,(시급)12700원 / 서울 관악구 / 경력 무관,,
J321202401190003,DdA3212401192017,남부데이케어센터,주.야간 보호시설,531900,기타 조리사,1,J00100,관계없음,J01102,계약직,서울 관악구,신림,"[남부데이케어센터] 중식 30인 조리, 석식 15인 정도의 조리 및 주방청결관리
근무시간 : 09:00~18:00(휴게시간 : 12:00~13:00)
급여 : 월 2,061,000원
* 조리사 자격증 무관",J01300,무관,월급 / 207만원 ,퇴직연금,09~18,주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,마감일 (2024-02-02),,서류  면접   ,방문 팩스  ,,조현숙,02-879-5773,관악구,서울특별시 관악구 조원로 166 -1 (신림동) ..,[신사동 남부데이케어센터] 조리 직원 채용힙니다. &lt;&lt;1월 27일 마감&gt;&gt;,2024-01-19,(월급)207만원 / 서울 관악구 / 경력 무관,,
J319202401260001,DdA3192401262002,국회사무처,"국가,지방자치단체, 지방자치단체조합",901500,조경원,27,J00100,관계없음,J01102,계약직,서울 영등포구,국회의사당,"2024국회사무처 관리국 공무직 근로자(조경관리) 채용

첨부파일 : 공고문, 지원서 (반드시 보시고 지원서 양식에 작성)

공고기간 : 2024.01.26~02.02
접수기간 : 공고시 ~2024.02.02
접수방법 : 등기우편접수(반드시) 
              우편번호 : 07233
              주소 : 서울 영등포구 의사당대로1 (여의도동) 소통관 401호
                      국회사무처 시설과 조경 담당자

근무기간 : 채용시 부터 ~2024.08.31(23명)
              채용시 부터 ~2024.10.31 (4명)

근무시간 : 08:00~17:00 (휴게시간1시간) 주5일

월급여 : 2.060.740원

영등포구청 일자리센터 공고문 ,지원서 비치함, 출력도움 (문의 02-2670-1119)

               02-6788-2546 국회사무처 담당자",J01300,무관,시급 / 9860원 ,해당없음,08월 17일,주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,마감일 (2024-02-02),등기우편(2024.02.02),서류  면접   ,우편 기타  ,,추희은,02-2670-3797,영등포구,서울특별시 영등포구 의사당대로 1  (여의도동) 국회사무처,국회사무처 관리국 공무직(기간제) 근로자 (조경관리) 채용,2024-01-26,(시급)9860원 / 서울 영등포구 / 경력 무관,37.529451,126.914258
J303202401260005,DdA3032401262022,미래방문요양센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 용산구,,"[이촌동 삼익아파트] 3등급 여자어르신 오후 케어(17시-20시)
 
- 직무내용: 일상생활지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 근무시간: 17~20시

- 주5일 근무

- 시급 13,000원",J01300,무관,시급 / 13000원 ,퇴직금,17:00~20:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-02),2024.01.31까지 지원 희망,면접    ,기타   ,,문명숙,02-2199-4527,용산구,서울특별시 용산구 한강대로102길 21  (동자동) 1층,[이촌동/3등급/오후] 재가요양보호사 모집,2024-01-26,(시급)13000원 / 서울 용산구 / 경력 무관,37.549673,126.97326
J303202401260007,DdA3032401262027,미래방문요양센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 용산구,,"-2024.1.31 까지 채용 원함
[ 후암동 후암시장 인근 ] 5등급 할머니 
- 직무내용: 가사도움, 주변정리 등 일상생활지원
- 장기요양급여 적용 근로시간: 1일 3시간
- 근무시간: 13:00~16:00
- 주5일 근무
- 시급 13,000원
- 치매교육이수 필수",J01301,신입,시급 / 13000원 ,퇴직금,13:00~16:00,주간,주5일근무,15,고용보험 산재보험 건강보험 ,마감일 (2024-02-02),,   ,기타   ,,최근정,02-2199-4535,용산구,서울특별시 용산구 한강대로102길 21  (동자동) 1층,후암시장인근 5등급 할머니 오후 요양보호사구인,2024-01-26,(시급)13000원 / 서울 용산구 / 경력 무관,37.549673,126.97326
J001202401260010,DdA0022401262010,진명여자고등학교,교육,531202,학교 급식 조리사,2,J00100,관계없음,J01101,상용직,서울 양천구진명여자고등학교 행정실,목동,학교 급식 조리관련업무,J01300,무관,월급 / 207만원 ,퇴직금,08:00~17:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,마감일 (2024-02-02),,서류  면접   ,방문 기타  ,,임우식,02-731-9520,서울일자리센터 청년일자리센터,서울특별시 양천구 목동로 170  (목동) 진명여자고등학교 행정실,진명여고 급식실 조리원 공고(2024. 1. 26.(금) ~ 2024. 2. 2.(금) 15:00),2024-01-26,(월급)207만원 / 서울 양천구 / 경력 무관,,
J110202401190001,DdA1102401192002,(주)휴브리스,서비스개발 및 베이비시터&보육시터&학습시터 매칭관리,550200,육아 도우미(베이비시터),1,J00100,관계없음,J01102,계약직,서울 마포구,,"&lt;주)휴브리스 육아도우미&gt;
1. 근무지 : 우성 아파트
 서초구 서초대로74길 30(서초동)
https://naver.me/54xvhNd5
2. 근무시간
 평일 12:00~18:00 (주 5일 30시간)
3. 급여 : 시급 16,500원
4. 기타
- 3개월 남아 쌍둥이 돌봄
- 보조 양육자 없음
- 11개월 계약직",J01300,무관,시급 / 16500원 ,해당없음,12:00 ~ 18:00,주간,주5일근무,30,   ,마감일 (2024-02-01),,서류  면접   ,전자우편   ,,엄혜림,02-577-6388,서초고령자취업알선센터,"서울특별시 마포구 만리재로 14  (공덕동) 7층 702호 (공덕동, 한국사회복지회관 르네상스타워)","베이비시터, 육아도우미",2024-01-19,(시급)16500원 / 서울 서초구 / 경력 무관,37.543958,126.95286
